source_path,archive_type,file_size_bytes,sha256,status,error,warnings,application_name,package_id,version_name,version_code,min_sdk_version,target_sdk_version,split_count,splits,architectures,identical_file_count,package_version_record_count,package_version_distinct_file_count,package_has_multiple_versions
disassembly/apk/analyzed/richmat/com.richmat.dreamlab2.apk,apk,30904989,3568deb4e09b98a2eec582cdff02e3449219c9b11a548bd95a9130ee792ff153,ok,,,Dreamlab Control,com.richmat.dreamlab2,5.1.8,14,24,33,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.dynasty.xapk,xapk,28834268,11ab6e9ab174a1907a8b76d6817a0fe283d74cc64e60f898bfbab4c20cec3d66,ok,,,Dynasty DM9000,com.richmat.dynasty,1.0.4,5,24,33,20,base=com.richmat.dynasty.apk; config.arm64_v8a=config.arm64_v8a.apk; config.ar=config.ar.apk; config.ru=config.ru.apk; config.my=config.my.apk; config.en=config.en.apk; config.in=config.in.apk; config.fr=config.fr.apk; config.es=config.es.apk; config.pt=config.pt.apk; config.xxhdpi=config.xxhdpi.apk; config.ja=config.ja.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.zh=config.zh.apk; config.vi=config.vi.apk; config.ko=config.ko.apk; config.tr=config.tr.apk; config.de=config.de.apk; config.it=config.it.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.easyrest.xapk,xapk,28091310,9eba87aadbea0ce42affabb3166bc82b9b84b5d868800dc723c2883988f33e56,ok,,,Easy Rest,com.richmat.easyrest,1.1.1,3,24,33,20,base=com.richmat.easyrest.apk; config.xhdpi=config.xhdpi.apk; config.de=config.de.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.ar=config.ar.apk; config.fr=config.fr.apk; config.tr=config.tr.apk; config.it=config.it.apk; config.ru=config.ru.apk; config.pt=config.pt.apk; config.zh=config.zh.apk; config.ko=config.ko.apk; config.my=config.my.apk; config.ja=config.ja.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.es=config.es.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.enso2.xapk,xapk,28459647,00a6cf330531380c3734f403a8ca446e22b05f0db17dc2ad70854e0341e44fd6,ok,,,ENSO Sleep Control,com.richmat.enso2,1.0.7,8,24,33,20,base=com.richmat.enso2.apk; config.ko=config.ko.apk; config.ar=config.ar.apk; config.vi=config.vi.apk; config.de=config.de.apk; config.fr=config.fr.apk; config.tr=config.tr.apk; config.es=config.es.apk; config.ru=config.ru.apk; config.armeabi_v7a=config.armeabi_v7a.apk; config.ja=config.ja.apk; config.zh=config.zh.apk; config.hi=config.hi.apk; config.in=config.in.apk; config.it=config.it.apk; config.xhdpi=config.xhdpi.apk; config.my=config.my.apk; config.en=config.en.apk; config.pt=config.pt.apk; config.th=config.th.apk,armeabi-v7a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.eshinesleep.xapk,xapk,16902376,d80c9a0597d13e0bd04571f41adb70b5aec9bc7a6e5efd41adbb8c1188f71a06,ok,,,Eshine,com.richmat.eshinesleep,1.0.0,10001,26,35,5,base=com.richmat.eshinesleep.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.armeabi_v7a=config.armeabi_v7a.apk,armeabi-v7a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.fortywinks.xapk,xapk,37469680,0f61e5dfc38a9b51c3fe2319342d085b1470e9c83669fc51b53dbe9fd0bb38a4,ok,,,Forty Winks,com.richmat.fortywinks,1.0.1,2,24,35,19,base=com.richmat.fortywinks.apk; config.it=config.it.apk; config.th=config.th.apk; config.ko=config.ko.apk; config.ar=config.ar.apk; config.fr=config.fr.apk; config.es=config.es.apk; config.ja=config.ja.apk; config.de=config.de.apk; config.vi=config.vi.apk; config.tr=config.tr.apk; config.zh=config.zh.apk; config.ru=config.ru.apk; config.my=config.my.apk; config.xxxhdpi=config.xxxhdpi.apk; config.hi=config.hi.apk; config.in=config.in.apk; config.en=config.en.apk; config.pt=config.pt.apk,,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.garvee.xapk,xapk,50341576,3b40d7489d929054365d7c0a6e2149d37eee00d5f7bff0e1462ffbb6b4f84d16,ok,,,Garvee,com.richmat.garvee,1.0.2,10200,26,35,5,base=com.richmat.garvee.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.goodvibesleep.xapk,xapk,39427959,077a835a4718e995df048176ecbf5b023319b1d69797862417c05107b32671b0,ok,,,Good Vibe Sleep,com.richmat.goodvibesleep,2.0.0,20000,26,35,20,base=com.richmat.goodvibesleep.apk; config.xhdpi=config.xhdpi.apk; config.de=config.de.apk; config.ar=config.ar.apk; config.ru=config.ru.apk; config.my=config.my.apk; config.ja=config.ja.apk; config.hi=config.hi.apk; config.pt=config.pt.apk; config.it=config.it.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.th=config.th.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.fr=config.fr.apk; config.tr=config.tr.apk; config.arm64_v8a=config.arm64_v8a.apk; config.ko=config.ko.apk; config.es=config.es.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.harmony.apk,apk,164512070,5fe8c094bf5fcc43d62ca323ea836caa1aa8505628b4dcb96311aef7244c0724,ok,,,HARMONY,com.richmat.harmony,1.0.0,1,24,34,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.hjbed.xapk,xapk,43893682,54e86d915ab6e7e708197fd795177e87773c3ba67bb7f468070f18a8491c0fc0,ok,,,HJBed,com.richmat.hjbed,2.0.8,20800,26,35,20,base=com.richmat.hjbed.apk; config.ja=config.ja.apk; config.hi=config.hi.apk; config.fr=config.fr.apk; config.pt=config.pt.apk; config.ar=config.ar.apk; config.xxxhdpi=config.xxxhdpi.apk; config.th=config.th.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.arm64_v8a=config.arm64_v8a.apk; config.de=config.de.apk; config.ko=config.ko.apk; config.it=config.it.apk; config.zh=config.zh.apk; config.en=config.en.apk; config.tr=config.tr.apk; config.es=config.es.apk; config.ru=config.ru.apk; config.my=config.my.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.hushbase.xapk,xapk,26964086,2a349ba50e8f819da780dda8a16d4e3a907dd9f90ab68874a585d45653afd7fc,ok,,,Hush Base,com.richmat.hushbase,1.0.4,10400,24,35,5,base=com.richmat.hushbase.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.idealbed.xapk,xapk,49710005,dfd4d211a1cad8ca02fe5f139e6c819afbd36b1dd03b4c14062c7e783d50bd35,ok,,,Idealbed,com.richmat.idealbed,2.4.2,17,24,34,19,base=com.richmat.idealbed.apk; config.my=config.my.apk; config.zh=config.zh.apk; config.de=config.de.apk; config.hi=config.hi.apk; config.fr=config.fr.apk; config.tr=config.tr.apk; config.xxhdpi=config.xxhdpi.apk; config.th=config.th.apk; config.in=config.in.apk; config.it=config.it.apk; config.ru=config.ru.apk; config.en=config.en.apk; config.ja=config.ja.apk; config.vi=config.vi.apk; config.ko=config.ko.apk; config.ar=config.ar.apk; config.es=config.es.apk; config.pt=config.pt.apk,,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.innova2.xapk,xapk,28173071,ac8e53412ef69b85dcbef0a92e09933a143f86351828c64726588aca6d80916f,ok,,,Innova Control,com.richmat.innova2,1.1.0,10,24,33,20,base=com.richmat.innova2.apk; config.zh=config.zh.apk; config.in=config.in.apk; config.fr=config.fr.apk; config.it=config.it.apk; config.en=config.en.apk; config.ja=config.ja.apk; config.th=config.th.apk; config.ru=config.ru.apk; config.pt=config.pt.apk; config.arm64_v8a=config.arm64_v8a.apk; config.xxhdpi=config.xxhdpi.apk; config.hi=config.hi.apk; config.ko=config.ko.apk; config.ar=config.ar.apk; config.my=config.my.apk; config.de=config.de.apk; config.tr=config.tr.apk; config.es=config.es.apk; config.vi=config.vi.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.jerome2.xapk,xapk,28489184,86c54198494cedb4f7f975a23c7ee0057bb3da9324b3e9600474938b71ca74ec,ok,,,Jerome's power base,com.richmat.jerome2,1.0.9,15,24,33,20,base=com.richmat.jerome2.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.vi=config.vi.apk; config.ko=config.ko.apk; config.en=config.en.apk; config.pt=config.pt.apk; config.xxxhdpi=config.xxxhdpi.apk; config.de=config.de.apk; config.fr=config.fr.apk; config.es=config.es.apk; config.it=config.it.apk; config.ja=config.ja.apk; config.ru=config.ru.apk; config.my=config.my.apk; config.arm64_v8a=config.arm64_v8a.apk; config.zh=config.zh.apk; config.in=config.in.apk; config.ar=config.ar.apk; config.tr=config.tr.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.jeromesadjustablebase.xapk,xapk,16279614,090fb65e7f29222eb27bf6d065717091053143a1cbbacaf1a8c994e40b3543f8,ok,,,Jerome’s Adjustable Base,com.richmat.jeromesadjustablebase,1.0.0,10001,24,35,5,base=com.richmat.jeromesadjustablebase.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.lady_americana.apk,apk,23554359,5feff848f129c77f06faaae3031add398588bc372965f7b9ae51219826eae228,ok,,,Lady Americana,com.richmat.lady_americana,1.0.2,3,21,28,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.likomio.xapk,xapk,45516511,ca8d87f5cc789d36e78576ba960c98d38e10db9f6fc7842f63e3fab1816e3acf,ok,,,Likimio,com.richmat.likomio,1.0.2,10201,26,35,5,base=com.richmat.likomio.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.lp2.xapk,xapk,28550018,80e3fd4b04d8914c09a0df2f16e39c623c448329b597a2dc7405376a4501f9aa,ok,,,L&P Adjustable Base,com.richmat.lp2,2.3.25,46,24,33,20,base=com.richmat.lp2.apk; config.th=config.th.apk; config.fr=config.fr.apk; config.it=config.it.apk; config.ru=config.ru.apk; config.pt=config.pt.apk; config.xhdpi=config.xhdpi.apk; config.zh=config.zh.apk; config.hi=config.hi.apk; config.my=config.my.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.es=config.es.apk; config.ja=config.ja.apk; config.de=config.de.apk; config.ar=config.ar.apk; config.tr=config.tr.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.luniosmart.xapk,xapk,17755806,0c17d55daa66cc68e33a9da68e41e1e6d9d8ed748cb015627cb4939416cfc530,ok,,,Lunio Smart+,com.richmat.luniosmart,1.0.3,10301,21,35,5,base=com.richmat.luniosmart.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.luuna.xapk,xapk,14364763,d98b685433ca966ac316f7bae5f129eefdbc7a013bb4e76dde7cc2e4296e82fe,ok,,,Luuna +,com.richmat.luuna,2.0.1,20102,26,35,20,base=com.richmat.luuna.apk; config.th=config.th.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.es=config.es.apk; config.pt=config.pt.apk; config.arm64_v8a=config.arm64_v8a.apk; config.xhdpi=config.xhdpi.apk; config.ar=config.ar.apk; config.fr=config.fr.apk; config.tr=config.tr.apk; config.ru=config.ru.apk; config.zh=config.zh.apk; config.ja=config.ja.apk; config.de=config.de.apk; config.my=config.my.apk; config.hi=config.hi.apk; config.vi=config.vi.apk; config.it=config.it.apk; config.en=config.en.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.luunarise2.apk,apk,29390659,04c89b0e7bb18bf8c11522c27af89cbbcf665d753452b168756f013a8153d549,ok,,,Luuna Rise,com.richmat.luunarise2,1.0.13,21,24,34,0,,,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.majestichome.xapk,xapk,22985137,d5660dfcf86f2dea39be1afe033bea7240cfd57b894bf472df4f9fbcfc4d7d02,ok,,,Majestic Home,com.richmat.majestichome,1.0.1,10100,26,35,5,base=com.richmat.majestichome.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk; config.mdpi=config.mdpi.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.maxprime.apk,apk,30356125,fb4f63fbabdd831dbef05c9ad1eaa89753f8c547f192df69594127b0c544fdbd,ok,,,Maxprime,com.richmat.maxprime,1.0.7,11,24,33,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.milemont.xapk,xapk,29897706,f2af4de9fc3b37f6af6e8a3b13364ec982e6e6d2632633cb4d5d207289fc2886,ok,,,Milemont,com.richmat.milemont,1.0.4,5,24,34,19,base=com.richmat.milemont.apk; config.ru=config.ru.apk; config.en=config.en.apk; config.xxhdpi=config.xxhdpi.apk; config.ko=config.ko.apk; config.ar=config.ar.apk; config.my=config.my.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.fr=config.fr.apk; config.th=config.th.apk; config.es=config.es.apk; config.pt=config.pt.apk; config.hi=config.hi.apk; config.tr=config.tr.apk; config.it=config.it.apk; config.ja=config.ja.apk; config.de=config.de.apk; config.zh=config.zh.apk,,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.mily.apk,apk,30352029,041e76a28f78e650a5eff099497a93fa1454cb04c8d75252828e7f106d1e169a,ok,,,眯狸0压床,com.richmat.mily,1.0.3,4,24,33,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.mlily0.xapk,xapk,16689191,61dba1a4139d79309030c3927cb49b038c6f07b5e01a1a92359f88bde94616d2,ok,,,梦百合0压智能床,com.richmat.mlily0,3.1.1,31100,26,35,20,base=com.richmat.mlily0.apk; config.fr=config.fr.apk; config.tr=config.tr.apk; config.my=config.my.apk; config.xxxhdpi=config.xxxhdpi.apk; config.th=config.th.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.ar=config.ar.apk; config.es=config.es.apk; config.pt=config.pt.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk; config.zh=config.zh.apk; config.ja=config.ja.apk; config.de=config.de.apk; config.hi=config.hi.apk; config.it=config.it.apk; config.ru=config.ru.apk; config.ko=config.ko.apk,arm64-v8a,1,2,2,False
disassembly/apk/analyzed/richmat/com.richmat.mlily2.xapk,xapk,36256887,9a63ddd33f2eb4b268750b9ff2a95420a0290149efa07686f2ad8c4b1b639fd1,ok,,,MLILY Control,com.richmat.mlily2,1.0.19,20,24,35,4,base=com.richmat.mlily2.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk,,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.mlily_supreme.apk,apk,124539446,2551ce84073693a2833b78cc81a14f1306c25f708c4aaa9416931ceb0496383d,ok,,,Mlily Supreme,com.richmat.mlily_supreme,1.3.1,5,24,33,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.mlilyremote.xapk,xapk,22796305,b85664ee88d148a67473997d6ead917f43bcc4c320c5109308af70dde7467871,ok,,,MLILY Remote,com.richmat.mlilyremote,1.0.1,10103,26,35,5,base=com.richmat.mlilyremote.apk; config.arm64_v8a=config.arm64_v8a.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.muuegm.xapk,xapk,45214986,96319f6705036d44a4e47de70515dd33239920523f9272d4cfca906b9253cb29,ok,,,MUUEGM,com.richmat.muuegm,1.0.2,10200,26,35,5,base=com.richmat.muuegm.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.armeabi_v7a=config.armeabi_v7a.apk,armeabi-v7a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.myside.xapk,xapk,24189466,9d1fdbad6eba67e49f1033f6d79ef75669fc83eb535ce7500c1f9b21efeca0b9,ok,,,My Side,com.richmat.myside,1.0.5,10500,24,35,20,base=com.richmat.myside.apk; config.de=config.de.apk; config.ko=config.ko.apk; config.ru=config.ru.apk; config.ar=config.ar.apk; config.es=config.es.apk; config.ja=config.ja.apk; config.tr=config.tr.apk; config.xxxhdpi=config.xxxhdpi.apk; config.fr=config.fr.apk; config.in=config.in.apk; config.th=config.th.apk; config.vi=config.vi.apk; config.arm64_v8a=config.arm64_v8a.apk; config.en=config.en.apk; config.hi=config.hi.apk; config.it=config.it.apk; config.my=config.my.apk; config.pt=config.pt.apk; config.zh=config.zh.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.nisco.apk,apk,124539446,000342dcd8fe922ee7f7ad23bb3964216b16b78abc48b8a90b85bad5bc939d50,ok,,,Nisco,com.richmat.nisco,1.1.1,3,24,33,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.nu503.apk,apk,11287253,e7d42d880a4068f649d6edf99d4093137b81cc06405d362395c3fdf8ac0b1f54,ok,,,SleepEvolution,com.richmat.nu503,3.5.5,13,18,18,0,,,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.okimiki.xapk,xapk,46713599,30e90ac257b69a5963f459e556cb66a26486f2e6c101929786b659da2d906fed,ok,,,okimiki,com.richmat.okimiki,1.0.0,10002,26,35,5,base=com.richmat.okimiki.apk; config.arm64_v8a=config.arm64_v8a.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.powercool.xapk,xapk,29073218,71123fc12a3d063a3acc278f3bc2b2bf5ad507fe1a5322694f509cbb272143db,ok,,,Power Cool Sleep System,com.richmat.powercool,1.0.8,9,24,34,19,base=com.richmat.powercool.apk; config.xxhdpi=config.xxhdpi.apk; config.vi=config.vi.apk; config.ru=config.ru.apk; config.de=config.de.apk; config.th=config.th.apk; config.ar=config.ar.apk; config.fr=config.fr.apk; config.tr=config.tr.apk; config.es=config.es.apk; config.zh=config.zh.apk; config.hi=config.hi.apk; config.ko=config.ko.apk; config.it=config.it.apk; config.en=config.en.apk; config.ja=config.ja.apk; config.in=config.in.apk; config.my=config.my.apk; config.pt=config.pt.apk,,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.purely_sleep.xapk,xapk,113950868,9a6783f55408f404d8958bd507b0d94a348f5e530e9a0d6d3d14a742a8db65d6,ok,,,Purely Sleep,com.richmat.purely_sleep,1.1.5,7,24,35,4,base=com.richmat.purely_sleep.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.remedy.apk,apk,18695683,0581c838d6ec71309b60c676e25efac45d139db9eb3f01c1ca9b8f96d67569a7,ok,,,Home Zone Adjustable,com.richmat.remedy,1.0.1,2,18,28,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.revive3.apk,apk,206717853,738a8902e4c0da85380325c61e24592e1835a5a93b8975e3ca446c9f95fa5c60,ok,,,Revive Control,com.richmat.revive3,1.0.26,27,24,34,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.richmat.xapk,xapk,48884484,861d80a9fcd5b83e6c5ec42fa79e1bfd8cd1a468a1ca72bfa41db2af89c1bc1a,ok,,,Richmat,com.richmat.richmat,4.0.2,40204,26,35,5,base=com.richmat.richmat.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.rmcontrol2.xapk,xapk,40467665,74790fb44942e64e9056f79ceb128000e2189f11e2f00d9dfe1c1b03973843f6,ok,,,RMControl,com.richmat.rmcontrol2,21.3.2,213203,26,36,20,base=com.richmat.rmcontrol2.apk; config.de=config.de.apk; config.en=config.en.apk; config.in=config.in.apk; config.zh=config.zh.apk; config.ar=config.ar.apk; config.arm64_v8a=config.arm64_v8a.apk; config.es=config.es.apk; config.it=config.it.apk; config.ko=config.ko.apk; config.my=config.my.apk; config.ru=config.ru.apk; config.th=config.th.apk; config.xxxhdpi=config.xxxhdpi.apk; config.fr=config.fr.apk; config.ja=config.ja.apk; config.pt=config.pt.apk; config.tr=config.tr.apk; config.hi=config.hi.apk; config.vi=config.vi.apk,arm64-v8a,2,2,1,False
disassembly/apk/analyzed/richmat/com.richmat.ronco_motion.apk,apk,63164206,87713781e94b13e59e82e770ded1429dcef3ab7515cb89e7bf3d33ca58053a64,ok,,,RONCO MOTION,com.richmat.ronco_motion,1.2,3,26,34,0,,arm64-v8a; armeabi; armeabi-v7a; mips; mips64; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.silksnow.xapk,xapk,26893549,3d31b73124c2f335bf1d7042c7612e2353d5d41a4a7ad3bde369db7a481fe022,ok,,,S&S Base,com.richmat.silksnow,1.0.3,10301,24,35,5,base=com.richmat.silksnow.apk; config.arm64_v8a=config.arm64_v8a.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.silver.apk,apk,9196219,8c3a0c07016d2c903cc2599c31a63d34c1fea55612d29c85bf2346277f864653,ok,,,W.Silver Products,com.richmat.silver,3.3.7,9,18,18,0,,,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.sleepfunction.apk,apk,30913181,7aea9162d751def93eea7631c9d2f713a38cdcb953301279217b2e4075ed68ae,ok,,,SleepFunction Bed Control,com.richmat.sleepfunction,1.3.0,23,24,33,0,,arm64-v8a; armeabi-v7a; x86; x86_64,2,2,1,False
disassembly/apk/analyzed/richmat/com.richmat.sonicsleep.xapk,xapk,19071594,173f81b5e902650733fdd44968f31cf9ceee2b5c376d361acf043b985612b5e4,ok,,,소닉슬립,com.richmat.sonicsleep,1.0.4,10400,26,35,5,base=com.richmat.sonicsleep.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.sta2.apk,apk,24144183,3385bd3b50f777d41ef632c74c4ed5cac00decba4a7ae8d357182c5c0fe65d6c,ok,,,STA Homecare,com.richmat.sta2,1.0.5,6,21,28,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.superior.xapk,xapk,36829199,bdb26147a8f5940f32a535301c29cad604dd4d30b5a8bf6b5d15a1b75b28cad8,ok,,,Superior,com.richmat.superior,1.0.9,10,24,34,4,base=com.richmat.superior.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk,,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.svenson.apk,apk,31055201,e05889c388e1c8b9aca6668e0688a8e5f85bebcba12044d1750fd5a4d2190dbb,ok,,,SVEN & SON,com.richmat.svenson,2.0.1,32,24,33,0,,arm64-v8a; armeabi-v7a; x86; x86_64,2,2,1,False
disassembly/apk/analyzed/richmat/com.richmat.thrivesleep.xapk,xapk,15921268,91ffbd1d62bb4910ed5f9fd96c8135006f606ec854e8f5da403c27263ec7e131,ok,,,Thrive Sleep,com.richmat.thrivesleep,1.0.1,10100,24,35,5,base=com.richmat.thrivesleep.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.armeabi_v7a=config.armeabi_v7a.apk,armeabi-v7a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.tx.xapk,xapk,113378945,7454dd539701130569e55a5595ab285558286253cd050bde4f4fa00396d987ff,ok,,,TX,com.richmat.tx,1.0.0,1,24,35,5,base=com.richmat.tx.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.fr=config.fr.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.wsilver2.xapk,xapk,114892858,876cf079b8d7ecf344010714b5178e7c376b444d591687e53d1e41081d421035,ok,,,W.Silver Products,com.richmat.wsilver2,1.1.19,40,24,35,20,base=com.richmat.wsilver2.apk; config.xxxhdpi=config.xxxhdpi.apk; config.en=config.en.apk; config.es=config.es.apk; config.it=config.it.apk; config.arm64_v8a=config.arm64_v8a.apk; config.th=config.th.apk; config.in=config.in.apk; config.fr=config.fr.apk; config.my=config.my.apk; config.pt=config.pt.apk; config.ja=config.ja.apk; config.hi=config.hi.apk; config.ko=config.ko.apk; config.ar=config.ar.apk; config.zh=config.zh.apk; config.de=config.de.apk; config.vi=config.vi.apk; config.tr=config.tr.apk; config.ru=config.ru.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.xapk,xapk,19996672,140cec9389efa3be861af533683166a5834381bf837c0f163ec2d82bc5dd459e,error,invalid ZIP container (missing or corrupt central directory),,,,,,,,0,,,1,0,0,False
disassembly/apk/analyzed/richmat/com.richmat.zerogravity.apk,apk,23963959,82ad82b84bfe881af3e74f72accd136b783e5fb0bf62077fc85fcc37ef901678,ok,,,Zero Gravity,com.richmat.zerogravity,1.0.3,4,21,28,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/Rize Beds_1.3.0_com.kaidi_test4.rize.apk,apk,56847519,fdcf3a09beccbd77ac875b9e5d4a804f7033004189720cb7acf4c4e9dfb683e5,ok,,,Rize Beds,com.kaidi_test4.rize,1.3.0,48,21,34,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/RMControl_21.3.2_com.richmat.rmcontrol2.xapk,xapk,40467665,74790fb44942e64e9056f79ceb128000e2189f11e2f00d9dfe1c1b03973843f6,ok,,,RMControl,com.richmat.rmcontrol2,21.3.2,213203,26,36,20,base=com.richmat.rmcontrol2.apk; config.de=config.de.apk; config.en=config.en.apk; config.in=config.in.apk; config.zh=config.zh.apk; config.ar=config.ar.apk; config.arm64_v8a=config.arm64_v8a.apk; config.es=config.es.apk; config.it=config.it.apk; config.ko=config.ko.apk; config.my=config.my.apk; config.ru=config.ru.apk; config.th=config.th.apk; config.xxxhdpi=config.xxxhdpi.apk; config.fr=config.fr.apk; config.ja=config.ja.apk; config.pt=config.pt.apk; config.tr=config.tr.apk; config.hi=config.hi.apk; config.vi=config.vi.apk,arm64-v8a,2,2,1,False
